Project,Fundraise,Pre-valuation,Stage,Investors,Category,Date,Year
Neptune Protocol,4,39,Seed Round,CMS Holdings,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Animoca Brands,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Maelstrom,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,RockTree Capital,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Infinity Ventures Crypto (IVC),DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Stake Capital,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Ben Lakoff,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,NxGen,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,MH Ventures,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Zephyrus Capital,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Meltem Demirors,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Cogitent Ventures,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,GCR (Global Coin Research),DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Builder Capital,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,WAGMI Ventures,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Bloccelerate,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Optic Capital,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Kartik Talwar,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Relayer Capital,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Mike Silagadze,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Wise3 Ventures,DeFi,12/10/2024,2024
Neptune Protocol,4,39,Seed Round,Veil,DeFi,12/10/2024,2024
COSIMO,25,250,Funding Round,Desmond Mac Intype,Finance,12/10/2024,2024
Sekai,3,31,Seed Round,a16z crypto CSX,Social,11/5/2024,2024
Sekai,3,31,Seed Round,Hashed,Social,11/5/2024,2024
Sekai,3,31,Seed Round,Orange DAO,Social,11/5/2024,2024
Sekai,3,31,Seed Round,Zypsy,Social,11/5/2024,2024
Sekai,3,31,Seed Round,Azuki,Social,11/5/2024,2024
Fija,1,13,Seed Round,CV VC,DeFi,11/5/2024,2024
Fija,1,13,Seed Round,Keyrock,DeFi,11/5/2024,2024
Fija,1,13,Seed Round,Heliad AG,DeFi,11/5/2024,2024
Fija,1,13,Seed Round,Tenity,DeFi,11/5/2024,2024
Vlayer,10,100,Pre-seed,Andreessen Horowitz (a16z),Infrastructure,11/4/2024,2024
Vlayer,10,100,Pre-seed,Strobe (Prev. BlockTower Capital),Infrastructure,11/4/2024,2024
Vlayer,10,100,Pre-seed,Credo Ventures,Infrastructure,11/4/2024,2024
Vlayer,10,100,Pre-seed,Aayush Gupta,Infrastructure,11/4/2024,2024
Vlayer,10,100,Pre-seed,Peter Hoang,Infrastructure,11/4/2024,2024
Vlayer,10,100,Pre-seed,Remco Bloemen,Infrastructure,11/4/2024,2024
Vlayer,10,100,Pre-seed,Jakub Florkiewicz,Infrastructure,11/4/2024,2024
Vlayer,10,100,Pre-seed,Zac Williamson,Infrastructure,11/4/2024,2024
Earos,10,100,Pre-seed,Lemon Ltd,Metaverse,11/4/2024,2024
EPHYRA,2,20,Seed Round,K300 Venture,Gaming,11/3/2024,2024
EPHYRA,2,20,Seed Round,AZA Ventures,Gaming,11/3/2024,2024
EPHYRA,2,20,Seed Round,Notch Ventures,Gaming,11/3/2024,2024
EPHYRA,2,20,Seed Round,Tido Capital,Gaming,11/3/2024,2024
EPHYRA,2,20,Seed Round,T-Fund,Gaming,11/3/2024,2024
EPHYRA,2,20,Seed Round,Asva Capital,Gaming,11/3/2024,2024
EPHYRA,2,20,Seed Round,BuzzBridge Capital,Gaming,11/3/2024,2024
Amplify World,1,0,Funding Round,Chapel Ventures,Music,11/1/2024,2024
BetHog,6,60,Seed Round,6MV (6th Man Ventures),Gambling,11/12/2024,2024
BetHog,6,60,Seed Round,Josh Hannah,Gambling,11/12/2024,2024
BetHog,6,60,Seed Round,Will Ventures,Gambling,11/12/2024,2024
BetHog,6,60,Seed Round,Bullpen Capital,Gambling,11/12/2024,2024
BetHog,6,60,Seed Round,Karatage,Gambling,11/12/2024,2024
BetHog,6,60,Seed Round,Advancit Capital,Gambling,11/12/2024,2024
Eidon AI,4,35,Seed Round,Framework Ventures,Infrastructure,11/12/2024,2024
Eidon AI,4,35,Seed Round,cyber Fund,Infrastructure,11/12/2024,2024
Tranched,3,34,Pre-seed,Andreessen Horowitz (a16z),Lending Platform,11/12/2024,2024
Tranched,3,34,Pre-seed,Blockwall Management,Lending Platform,11/12/2024,2024
Tranched,3,34,Pre-seed,Kima Ventures,Lending Platform,11/12/2024,2024
Tranched,3,34,Pre-seed,Speedinvest,Lending Platform,11/12/2024,2024
Tranched,3,34,Pre-seed,OVNI Capital,Lending Platform,11/12/2024,2024
STO,22,220,Funding Round,Polychain Capital,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,YZi Labs (prev Binance Labs),Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Amber Group,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,HashKey Capital,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,OKX Ventures,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Bankless,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,SevenX Ventures,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,GTS Ventures,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Zonff Partners,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Quantstamp,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,CoinSummer,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,dao5,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Youbi Capital,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Skyland Ventures,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Symbolic Capital,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Nomad Capital,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Arcane Crypto,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Bonfire Union,Liquid Staking Protocols,11/11/2024,2024
STO,22,220,Funding Round,Unity Ventures,Liquid Staking Protocols,11/11/2024,2024
TAC,7,65,Seed Round,CMT Digital,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,BitScale Capital,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,The Spartan Group,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Hack VC,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Animoca Brands,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,P2 Ventures,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Sandeep Nailwal,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Primitive Ventures,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Ashwin Ramachandran,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Ankr,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Symbolic Capital,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Karatage,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Paper Ventures,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,TON Ventures,Blockchain,11/11/2024,2024
TAC,7,65,Seed Round,Mentat Group,Blockchain,11/11/2024,2024
mbd,3,30,Pre-seed,Andreessen Horowitz (a16z),Social,11/11/2024,2024
mbd,3,30,Pre-seed,Mask Network,Social,11/11/2024,2024
mbd,3,30,Pre-seed,Polymorphic Capital,Social,11/11/2024,2024
mbd,3,30,Pre-seed,WAGMI Ventures,Social,11/11/2024,2024
mbd,3,30,Pre-seed,Forward Research,Social,11/11/2024,2024
mbd,3,30,Pre-seed,Social Graph Ventures,Social,11/11/2024,2024
Brevis Network,8,75,Seed Round,Polychain Capital,Zero Knowledge,11/11/2024,2024
Brevis Network,8,75,Seed Round,YZi Labs (prev Binance Labs),Zero Knowledge,11/11/2024,2024
Brevis Network,8,75,Seed Round,IOSG Ventures,Zero Knowledge,11/11/2024,2024
Brevis Network,8,75,Seed Round,HashKey Capital,Zero Knowledge,11/11/2024,2024
Brevis Network,8,75,Seed Round,Bankless,Zero Knowledge,11/11/2024,2024
Brevis Network,8,75,Seed Round,Nomad Capital,Zero Knowledge,11/11/2024,2024
Akave,3,35,Pre-seed,Blockchange Ventures,Layer-2,11/11/2024,2024
Akave,3,35,Pre-seed,Protocol Labs,Layer-2,11/11/2024,2024
Akave,3,35,Pre-seed,Lightshift Capital,Layer-2,11/11/2024,2024
Akave,3,35,Pre-seed,Blockchain Builders Fund,Layer-2,11/11/2024,2024
MAP,1,10,Strategic Round,Gryps,Polkadot Ecosystem,11/8/2024,2024
Pharos,8,80,Seed Round,Hack VC,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,SNZ Holding,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,Chorus One,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,MH Ventures,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,Hash Global,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,Dispersion Capital,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,GenerativeVentures,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,Faction,Blockchain,11/8/2024,2024
Pharos,8,80,Seed Round,Reforge,Blockchain,11/8/2024,2024
Cytonic,8,83,Seed Round,Lemniscap,Blockchain,11/7/2024,2024
Cytonic,8,83,Seed Round,Arthur Hayes,Blockchain,11/7/2024,2024
Cytonic,8,83,Seed Round,Nomura,Blockchain,11/7/2024,2024
Cytonic,8,83,Seed Round,Lyrik Ventures,Blockchain,11/7/2024,2024
Cytonic,8,83,Seed Round,Lattice,Blockchain,11/7/2024,2024
Cytonic,8,83,Seed Round,IOBC Capital,Blockchain,11/7/2024,2024
Cytonic,8,83,Seed Round,Public Works,Blockchain,11/7/2024,2024
Pond,8,75,Seed Round,Coinbase Ventures,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Delphi Ventures,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Santiago Roel Santos,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Archetype,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,PAKA,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Illia Polosukhin,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,NxGen,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,NEAR Foundation,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Spencer Noon,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Suji Yan,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Dean Eigenmann,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Web3.com Ventures,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Evgeny Yurtaev,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Anagram Crypto,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Aquanow,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,nonce Classic,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Presto Labs,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,cyber Fund,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Micheal Heinrich,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Chris Yin,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Comfy capital,Blockchain Service,11/7/2024,2024
Pond,8,75,Seed Round,Jasper de Gooijer,Blockchain Service,11/7/2024,2024
SkyX,1,10,Pre-seed,Waterdrip Capital,Blockchain,11/7/2024,2024
SkyX,1,10,Pre-seed,Daedalus,Blockchain,11/7/2024,2024
SkyX,1,10,Pre-seed,J17 Capital,Blockchain,11/7/2024,2024
SkyX,1,10,Pre-seed,Escape Velocity,Blockchain,11/7/2024,2024
SkyX,1,10,Pre-seed,Opulence,Blockchain,11/7/2024,2024
SkyX,1,10,Pre-seed,EOT Ventures,Blockchain,11/7/2024,2024
USUAL,2,15,Funding Round,Breed,RWA (Real World Assets),11/6/2024,2024
USUAL,2,15,Funding Round,echo,RWA (Real World Assets),11/6/2024,2024
USUAL,2,15,Funding Round,Comfy capital,RWA (Real World Assets),11/6/2024,2024
A-WORLD,5,0,Series A,AU21 Capital,Gaming,11/6/2024,2024
A-WORLD,5,0,Series A,Skyview Capital,Gaming,11/6/2024,2024
A-WORLD,5,0,Series A,IBGTG Capital,Gaming,11/6/2024,2024
A-WORLD,5,0,Series A,Sketch Venture,Gaming,11/6/2024,2024
A-WORLD,5,0,Series A,Soave Swap,Gaming,11/6/2024,2024
Rekt Brands,2,15,Seed Round,gmoney,Social,11/6/2024,2024
Rekt Brands,2,15,Seed Round,Cozomo de Medici,Social,11/6/2024,2024
Rekt Brands,2,15,Seed Round,Seedphrase,Social,11/6/2024,2024
Rekt Brands,2,15,Seed Round,Luca Netz,Social,11/6/2024,2024
Rekt Brands,2,15,Seed Round,GiulioX,Social,11/6/2024,2024
Rekt Brands,2,15,Seed Round,ZAGABOND,Social,11/6/2024,2024
Rekt Brands,2,15,Seed Round,Deeze,Social,11/6/2024,2024
USDX,45,275,Funding Round,NGC Ventures,BNB Chain Ecosystem,11/29/2024,2024
USDX,45,275,Funding Round,UOB Venture Management,BNB Chain Ecosystem,11/29/2024,2024
USDX,45,275,Funding Round,BAI Capital,BNB Chain Ecosystem,11/29/2024,2024
USDX,45,275,Funding Round,GenerativeVentures,BNB Chain Ecosystem,11/29/2024,2024
MGT,3,25,Funding Round,CoinGecko Ventures,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,GBV Capital,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Token Bay Capital,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,CMCC Global,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Decubate,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Cogitent Ventures,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,RNR Capital,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Brian Rose,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,London Real Ventures,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,PHD Capital,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,ChainGPT Labs,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Ivan on Tech,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Penrose Ventures,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Coin Terminal,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,IBC Ventures,RWA (Real World Assets),11/28/2024,2024
MGT,3,25,Funding Round,Mario Nawfal,RWA (Real World Assets),11/28/2024,2024
U2U,14,138,Funding Round,Chain Capital,DePIN,11/28/2024,2024
U2U,14,138,Funding Round,IDG Capital,DePIN,11/28/2024,2024
U2U,14,138,Funding Round,MaxxCapital,DePIN,11/28/2024,2024
U2U,14,138,Funding Round,Cointelegraph,DePIN,11/28/2024,2024
U2U,14,138,Funding Round,KuCoin Ventures,DePIN,11/28/2024,2024
U2U,14,138,Funding Round,JDI Global,DePIN,11/28/2024,2024
U2U,14,138,Funding Round,V3V Ventures,DePIN,11/28/2024,2024
U2U,14,138,Funding Round,Tesseract Ventures,DePIN,11/28/2024,2024
Bleap,2,10,Pre-seed,Alliance,Blockchain Service,11/28/2024,2024
Bleap,2,10,Pre-seed,Robot Ventures,Blockchain Service,11/28/2024,2024
Bleap,2,10,Pre-seed,Ethereal Ventures,Blockchain Service,11/28/2024,2024
Bleap,2,10,Pre-seed,Credibly Neutral,Blockchain Service,11/28/2024,2024
Bleap,2,10,Pre-seed,Maven 11 Capital,Blockchain Service,11/28/2024,2024
Rarimo,3,25,Funding Round,Vitalik Buterin,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Keone Hon,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Daniel Lubarov,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Zac Williamson,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Liam Eagen,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Brian Retford,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Arnaud Schenk,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Ariel Gabizon,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Pavel Kravchenko,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Stefan George,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Alex Pruden,Layer-2,11/27/2024,2024
Rarimo,3,25,Funding Round,Nick White,Layer-2,11/27/2024,2024
Margarita Finance,1,10,Pre-seed,Tomahawk.vc,DeFi,11/27/2024,2024
Margarita Finance,1,10,Pre-seed,Outrun Ventures,DeFi,11/27/2024,2024
Margarita Finance,1,10,Pre-seed,NV Capital,DeFi,11/27/2024,2024
Margarita Finance,1,10,Pre-seed,G-20 Group,DeFi,11/27/2024,2024
Avant,7,25,Seed Round,GoGoPool,DeFi,11/27/2024,2024
Avant,7,25,Seed Round,Linda Kreitzman,DeFi,11/27/2024,2024
Avant,7,25,Seed Round,Daybreak Digital,DeFi,11/27/2024,2024
Avant,7,25,Seed Round,Avalaunch,DeFi,11/27/2024,2024
Avant,7,25,Seed Round,SuperLayer,DeFi,11/27/2024,2024
EPT,10,100,Funding Round,Amber Group,Gaming,11/26/2024,2024
EPT,10,100,Funding Round,Animoca Brands,Gaming,11/26/2024,2024
EPT,10,100,Funding Round,Mask Network,Gaming,11/26/2024,2024
EPT,10,100,Funding Round,GSR Markets (GSR),Gaming,11/26/2024,2024
EPT,10,100,Funding Round,Nonagon,Gaming,11/26/2024,2024
EPT,10,100,Funding Round,MARBLEX,Gaming,11/26/2024,2024
EPT,10,100,Funding Round,Web3Port,Gaming,11/26/2024,2024
EPT,10,100,Funding Round,MetaBlast Group,Gaming,11/26/2024,2024
Talus network,6,150,Strategic Round,Polychain Capital,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,Animoca Brands,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,Sandeep Nailwal,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,Atlan Tutar,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,Kenzi Wang,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,Foresight Ventures,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,GeekCartel,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,Nick Emmons,Blockchain Service,11/26/2024,2024
Talus network,6,150,Strategic Round,Michael Heinrich,Blockchain Service,11/26/2024,2024
WLFI,30,300,Funding Round,Tron,DeFi,11/26/2024,2024
EUROP,7,74,Seed Round,Bankless,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Nexo,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Kraken Ventures,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,RockawayX,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Gnosis,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Daedalus,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Delta Blockchain Fund,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Archblock,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Faction,Stablecoin,11/26/2024,2024
EUROP,7,74,Seed Round,Tomokana,Stablecoin,11/26/2024,2024
BRKT,2,18,Seed Round,Foresight Ventures,DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,MEXC Global (Privcode Capital),DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,Orange DAO,DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,280 Capital,DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,Silvermine Capital,DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,Movement,DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,V3V Ventures,DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,TRITON,DeFi,11/26/2024,2024
BRKT,2,18,Seed Round,Nibiru,DeFi,11/26/2024,2024
KERNEL,10,100,Strategic Round,DWF Labs,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,YZi Labs (prev Binance Labs),Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Bankless,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,HTX Ventures (previously Huobi Ventures),Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Hypersphere Ventures,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Digital Asset Capital Management (DACM),Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Draper Dragon,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,LongHash Ventures,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Side Door Ventures,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Laser Digital,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,SCB Limited,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,ViaBTC Capital,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,ArkStream Capital,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Cluster Capital,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Cypher Capital,Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,GSR Markets (GSR),Liquid Staking Protocols,11/25/2024,2024
KERNEL,10,100,Strategic Round,Noia Capital,Liquid Staking Protocols,11/25/2024,2024
Deblock,17,168,Seed Round,20VC,Wallet,11/21/2024,2024
Deblock,17,168,Seed Round,Hoxton Ventures,Wallet,11/21/2024,2024
Deblock,17,168,Seed Round,Headline,Wallet,11/21/2024,2024
Deblock,17,168,Seed Round,Chalfen Ventures,Wallet,11/21/2024,2024
KGeN,10,100,Funding Round,P2 Ventures,Gaming,11/21/2024,2024
KGeN,10,100,Funding Round,Game7,Gaming,11/21/2024,2024
KGeN,10,100,Funding Round,Aptos,Gaming,11/21/2024,2024
Exponent,2,21,Funding Round,Mechanism Capital,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Solana Ventures,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Robot Ventures,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,RockawayX,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Cherry Ventures,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Stepan Simkin,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,macbrennan,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Retired Chad Dev,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Robert Chen,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Timur Samoylov,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Alkine,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Bridges,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Solar,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Marius Ciubotariu,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,David Lu,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,ilmoi,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Marc Tillement,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Anna Y,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Bigz,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Thanos Soutos,Yield Aggregator,11/21/2024,2024
Exponent,2,21,Funding Round,Swen Schaferjohann,Yield Aggregator,11/21/2024,2024
Monkey Tilt,30,300,Series A,Polychain Capital,Gaming,11/20/2024,2024
Monkey Tilt,30,300,Series A,Pantera Capital,Gaming,11/20/2024,2024
Monkey Tilt,30,300,Series A,Accomplice,Gaming,11/20/2024,2024
Monkey Tilt,30,300,Series A,Hack VC,Gaming,11/20/2024,2024
Monkey Tilt,30,300,Series A,Mirana Ventures,Gaming,11/20/2024,2024
Monkey Tilt,30,300,Series A,Josh Hannah,Gaming,11/20/2024,2024
Monkey Tilt,30,300,Series A,Dream Ventures VC,Gaming,11/20/2024,2024
Monkey Tilt,30,300,Series A,PokerGO,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Everest Ventures,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,SevenX Ventures,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,PAKA,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Zhen Cao,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,NxGen,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Zonff Partners,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Initiate Capital,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,OnePiece Labs,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Kanosei Ventures,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Gam3Girl Ventures,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Cyber,Gaming,11/20/2024,2024
Gabby World,2,20,Funding Round,Jinwoo Park,Gaming,11/20/2024,2024
Shinami,6,56,Seed Round,Coinbase Ventures,Dev Tooling,11/20/2024,2024
Shinami,6,56,Seed Round,6MV (6th Man Ventures),Dev Tooling,11/20/2024,2024
Shinami,6,56,Seed Round,Sui Foundation,Dev Tooling,11/20/2024,2024
Shinami,6,56,Seed Round,Aptos,Dev Tooling,11/20/2024,2024
Shinami,6,56,Seed Round,Circle,Dev Tooling,11/20/2024,2024
Shinami,6,56,Seed Round,Race Capital,Dev Tooling,11/20/2024,2024
Rise,6,63,Series A,Draper Associates,Finance,11/20/2024,2024
Rise,6,63,Series A,Digital Currency Group (DCG),Finance,11/20/2024,2024
Rise,6,63,Series A,Ryze Labs (Sino Global Capital),Finance,11/20/2024,2024
Rise,6,63,Series A,Polymorphic Capital,Finance,11/20/2024,2024
Rise,6,63,Series A,Paradigm Shift Capital,Finance,11/20/2024,2024
Rise,6,63,Series A,JAM Fund,Finance,11/20/2024,2024
Canaan,30,300,Funding Round,NA,Blockchain Service,11/20/2024,2024
BTF,12,120,Funding Round,Polychain Capital,Blockchain,11/19/2024,2024
BTF,12,120,Funding Round,ParaFi Capital,Blockchain,11/19/2024,2024
BTF,12,120,Funding Round,Warburg Serres Investments,Blockchain,11/19/2024,2024
